-0.15871286	0.18595243	-0.035654116	-0.01606495	-0.01605101	0.07250512	-0.017261228	-0.12332773	-0.036127962	0.010664222	-0.048855532	-0.006154355	0.011668856	0.07772414	0.029088022	-0.024280323
-0.2500371	0.043715496	-0.05533187	0.03802002	0.19591494	-0.039056826	-0.2728628	0.17607906	0.05115525	-0.118095174	0.0253673	-0.08861839	-0.017034287	-0.08232806	-0.20681441	0.08074757
-0.15443963	0.1776885	-0.1038527	0.1345661	0.30388284	0.06329239	-0.11430782	-0.025006495	0.12350627	-0.1860526	0.080897994	-0.069355905	-0.105143234	0.08863257	-0.057503212	0.045334294
-0.13718927	0.03470912	0.16473645	-0.06847838	0.08776911	-0.101842396	-0.09003763	0.32387826	-0.05679941	-0.16766784	-0.00079860975	-0.21566038	-0.04852817	0.012613021	-0.2813713	0.038570754
-0.07426495	0.09846289	-0.038215443	-0.073203236	0.22272435	0.13931738	-0.020884214	-0.07534553	0.16212499	-0.01737351	-0.046018973	0.12917207	-0.051092885	0.040876955	-0.066997446	0.20368925
-0.120959744	0.059349224	0.0009091166	-0.03062714	0.093117416	-0.010651475	-0.31459194	-0.038893815	-0.05333676	-0.11791394	-0.017749976	-0.11457018	0.093521014	0.09813517	-0.108152546	0.14802314
-0.104848534	-0.017289188	-0.19867593	-0.019968469	0.2966629	0.26250902	-0.15909213	0.14224355	0.1861488	-0.05909454	0.124152765	0.090368606	-0.1206673	-0.14480023	-0.3515748	0.28247195
-0.13168313	-0.003922702	-0.005759849	-0.07236064	0.1868663	0.103345364	-0.04215825	0.049372435	0.20127267	-0.06290174	-0.024071528	0.18128636	-0.085472666	0.19342054	-0.1353311	0.16231202
0.012802401	-0.15739399	0.006473808	0.021319645	-0.107066415	0.22219118	0.16618119	-0.03702658	-0.18220921	-0.16014151	0.23118655	0.16205	0.30098644	-0.18481483	0.28167447	-0.22494943
-0.22958618	0.076414965	-0.051650897	0.11493782	0.11670778	0.011922524	-0.1776355	0.06775309	-0.04268994	-0.10039928	-0.07668156	0.045340598	-0.08731218	0.09237007	-0.2443433	0.07402085
-0.119540654	-0.28710338	0.044448797	0.24158342	-0.07005173	-0.09593129	-0.2127039	0.312423	-0.04047962	-0.20465836	0.13359481	0.24226765	0.05643307	-0.21241449	-0.31888002	0.09893673
0.06551782	0.071620494	0.08746402	-0.026033033	-0.11801602	-0.03452139	0.11177941	-0.20472008	0.12091251	0.14636275	-0.014878096	-0.13030522	-0.028774103	0.10593647	0.2484383	-0.112335615
-0.008087525	-0.049940336	-0.10661694	0.090787776	0.036580198	-0.0036485859	-0.05975903	0.18851475	0.037457526	-0.11371466	0.102212526	0.16113813	-0.043508142	0.051531155	-0.03455856	0.041852985
-0.0720787	0.07081092	-0.1181174	-0.019379655	-0.048541773	-0.055779565	0.114609785	-0.026286798	0.19154534	-0.10759036	-0.251752	-0.26999617	-0.12110649	0.32484823	0.10987436	-0.08255013
-0.2398218	0.009643527	-0.13485806	0.030983187	0.2141328	0.105035156	-0.1053326	-0.026809368	-0.04032568	-0.13024747	0.058704596	-0.18743813	0.01484324	-0.025444962	-0.21336019	0.22060564
-0.13904355	-0.014132766	0.028069457	-0.0677339	0.036507335	0.0033998883	-0.10953953	0.02283605	-0.14626555	-0.09937727	0.21369143	0.08226346	0.043067113	-0.03166958	-0.108376734	-0.015922012
-0.10818157	0.15428385	-0.039135806	0.21490403	0.09126125	0.011555553	0.042268135	0.015873095	0.20603088	-0.09731242	-0.079713665	-0.09081304	-0.08957349	0.08751457	0.14391153	0.05109399
-0.026191067	-0.017035287	0.029447611	0.120879464	0.14386994	0.024705194	-0.1714347	0.13729069	0.11538914	0.1296622	-0.13579127	-0.0017452739	-0.1526125	-0.083070554	-0.22208165	0.27397633
-0.16592813	-0.031360157	0.24675405	-0.0623678	0.057789773	-0.10292986	-0.22127013	0.088777356	-0.10830463	-0.0815532	0.098932855	-0.25668982	0.23412126	0.10343316	-0.11961069	-0.055714037
-0.252564	0.1649828	0.13354991	0.1529226	-0.039006554	-0.043573588	0.16238424	-0.0017063098	0.07085939	0.09278771	0.24002059	0.33287984	-0.036273204	-0.2873846	-0.059753615	0.07733438
-0.15151908	0.30010858	0.033219006	-0.024895782	0.09167167	0.22762898	-0.060726926	-0.13488087	-0.13487399	-0.059422072	-0.020389507	0.2384236	0.049383715	0.351076	0.06752735	0.14645322
-0.2223949	0.023519695	0.053663388	0.1651434	0.010826293	-0.006843793	-0.26884705	0.15999916	0.06554102	-0.23461217	-0.058224257	0.04500699	-0.022621008	0.013113341	-0.18966922	0.06092456
0.21030308	-0.061860714	-0.026241088	-0.10317048	0.0691098	0.08538658	-0.07695519	0.07615741	-0.12117959	-0.18247952	0.009956356	-0.12758133	0.12824827	0.0012974914	-0.014653671	-0.03249348
-0.13867491	0.10993926	-0.117436275	-0.07879134	0.014470561	-0.024888832	-0.09999614	0.017268566	0.012300537	-0.13866721	-0.016389946	-0.21571317	-0.063202016	0.012651567	0.061594192	0.0543366
-0.19673197	-0.0753917	-0.09227867	0.1585394	-0.11596422	-0.05717308	0.120278865	0.031562906	0.07424168	-0.062428664	0.11851127	-0.21573599	-0.14976391	-0.044195857	-0.012938062	-0.041390367
-0.33750543	0.20110077	-0.104994915	0.15928525	0.31718725	0.21244416	0.02640253	0.030805968	0.35958174	-0.102095954	0.14092751	0.27556616	-0.2602069	-0.21151936	-0.21461017	0.35873622
-0.19013752	0.3512965	-0.107105285	0.02781295	0.2796587	0.13462606	-0.17314403	-0.015294189	0.072129205	0.11295767	0.0697374	0.10876819	0.019807799	0.018543037	-0.03734109	0.10856982
0.067574054	-0.023027984	0.032441583	-0.041737758	0.06557929	-0.03302542	0.13956538	-0.07412095	0.0527537	0.12327337	-0.006948792	0.119099826	-0.15363407	0.044163074	-0.014749239	0.22108017
0.009873215	-0.06393484	-0.2162705	0.035043973	0.08683133	0.10515246	-0.21360186	0.0073256334	0.1362091	0.028943729	-0.13003924	-0.2580762	-0.12765636	0.26119557	-0.16075622	0.17816918
-0.023309456	-0.10903507	-0.00450741	0.031503458	0.21274707	-0.05647362	-0.07283196	0.115150765	0.109410994	0.04821853	0.0608364	0.2763832	-0.17666818	-0.016150264	-0.14144857	0.18723394
0.28675613	-0.07927183	-0.01396666	-0.27711576	0.13051178	-0.032993022	-0.094708234	0.07299618	-0.17513469	0.06812082	-0.027087638	-0.21391839	0.140133	-0.031392056	-0.121904545	0.16940263
-0.3020487	0.3471171	0.14392558	0.053515516	0.3795053	0.05010127	-0.083117105	0.026861476	0.023765685	-0.053801004	-0.07599968	0.10587961	-0.09760003	0.03363999	-0.13114725	0.34729528
-0.34073547	-0.045152254	0.19144598	0.103516944	-0.060303636	-0.04406205	0.044201653	0.09126999	-0.06332532	0.06876959	-0.06782467	-0.14681955	0.11090029	-0.09207097	-0.053399492	-0.16698582
-0.14547758	-0.080147535	0.20525214	-0.07441679	-0.108238585	-0.0065236613	-0.021670831	0.10417528	-0.12329808	-0.047705393	0.06864227	0.36256957	0.23780876	-0.121697865	-0.11340108	-0.02513772
-0.050530992	0.16952993	0.0006701145	0.019210957	0.18039839	0.17114316	-0.069648296	-0.2074343	0.040723953	0.013870106	0.13696864	0.39591962	-0.058881484	0.02083604	0.11236082	0.21638893
-0.27884707	-0.038331527	-0.06308325	-0.050830543	0.1800771	0.07552713	0.08454861	0.12413965	0.04857731	0.025848428	0.041360706	-0.01998205	0.033576217	0.033621106	-0.2937289	0.20357265
